merchant,month,choiceA,theta,dfee,lagA,Lprev,initA,dfee_bar
3481,7,0,-1.63975890814315,1.33305855804674,0,-1,0,0.373308808915364
3481,8,1,-1.63975890814315,1.25974145783948,0,-1,0,0.373308808915364
3481,9,0,-1.63975890814315,0.648123692998253,1,1,0,0.373308808915364
3481,10,0,-1.63975890814315,-0.0465513252827167,0,-1,0,0.373308808915364
3482,1,0,-1.97113205389373,0.682239113442484,,,0,0.373308808915364
3482,2,0,-1.97113205389373,-0.787840965873284,0,-1,0,0.373308808915364
3482,3,0,-1.97113205389373,-0.142233808902502,0,-1,0,0.373308808915364
3482,4,0,-1.97113205389373,-0.0418088074788011,0,-1,0,0.373308808915364
3482,5,0,-1.97113205389373,-0.755101798008443,0,-1,0,0.373308808915364
3482,6,0,-1.97113205389373,1.58346197237242,0,-1,0,0.373308808915364
3482,7,0,-1.97113205389373,1.33305855804674,0,-1,0,0.373308808915364
3482,8,0,-1.97113205389373,1.25974145783948,0,-1,0,0.373308808915364
3482,9,0,-1.97113205389373,0.648123692998253,0,-1,0,0.373308808915364
3482,10,0,-1.97113205389373,-0.0465513252827167,0,-1,0,0.373308808915364
3483,1,0,-0.0520231425033703,0.682239113442484,,,0,0.373308808915364
3483,2,0,-0.0520231425033703,-0.787840965873284,0,-1,0,0.373308808915364
3483,3,1,-0.0520231425033703,-0.142233808902502,0,-1,0,0.373308808915364
3483,4,0,-0.0520231425033703,-0.0418088074788011,1,1,0,0.373308808915364
3483,5,0,-0.0520231425033703,-0.755101798008443,0,-1,0,0.373308808915364
3483,6,0,-0.0520231425033703,1.58346197237242,0,-1,0,0.373308808915364
3483,7,0,-0.0520231425033703,1.33305855804674,0,-1,0,0.373308808915364
3483,8,0,-0.0520231425033703,1.25974145783948,0,-1,0,0.373308808915364
3483,9,1,-0.0520231425033703,0.648123692998253,0,-1,0,0.373308808915364
3483,10,1,-0.0520231425033703,-0.0465513252827167,1,1,0,0.373308808915364
3484,1,0,-0.261128587363394,0.682239113442484,,,0,0.373308808915364
3484,2,1,-0.261128587363394,-0.787840965873284,0,-1,0,0.373308808915364
3484,3,1,-0.261128587363394,-0.142233808902502,1,1,0,0.373308808915364
3484,4,1,-0.261128587363394,-0.0418088074788011,1,1,0,0.373308808915364
3484,5,1,-0.261128587363394,-0.755101798008443,1,1,0,0.373308808915364
3484,6,1,-0.261128587363394,1.58346197237242,1,1,0,0.373308808915364
3484,7,0,-0.261128587363394,1.33305855804674,1,1,0,0.373308808915364
3484,8,0,-0.261128587363394,1.25974145783948,0,-1,0,0.373308808915364
3484,9,0,-0.261128587363394,0.648123692998253,0,-1,0,0.373308808915364
3484,10,0,-0.261128587363394,-0.0465513252827167,0,-1,0,0.373308808915364
3485,1,1,0.909397876647273,0.682239113442484,,,1,0.373308808915364
3485,2,1,0.909397876647273,-0.787840965873284,1,1,1,0.373308808915364
3485,3,1,0.909397876647273,-0.142233808902502,1,1,1,0.373308808915364
3485,4,1,0.909397876647273,-0.0418088074788011,1,1,1,0.373308808915364
3485,5,1,0.909397876647273,-0.755101798008443,1,1,1,0.373308808915364
3485,6,1,0.909397876647273,1.58346197237242,1,1,1,0.373308808915364
3485,7,0,0.909397876647273,1.33305855804674,1,1,1,0.373308808915364
3485,8,0,0.909397876647273,1.25974145783948,0,-1,1,0.373308808915364
3485,9,0,0.909397876647273,0.648123692998253,0,-1,1,0.373308808915364
3485,10,1,0.909397876647273,-0.0465513252827167,0,-1,1,0.373308808915364
3486,1,0,-0.625242066208998,0.682239113442484,,,0,0.373308808915364
3486,2,0,-0.625242066208998,-0.787840965873284,0,-1,0,0.373308808915364
3486,3,0,-0.625242066208998,-0.142233808902502,0,-1,0,0.373308808915364
3486,4,0,-0.625242066208998,-0.0418088074788011,0,-1,0,0.373308808915364
3486,5,0,-0.625242066208998,-0.755101798008443,0,-1,0,0.373308808915364
3486,6,0,-0.625242066208998,1.58346197237242,0,-1,0,0.373308808915364
3486,7,0,-0.625242066208998,1.33305855804674,0,-1,0,0.373308808915364
3486,8,0,-0.625242066208998,1.25974145783948,0,-1,0,0.373308808915364
3486,9,0,-0.625242066208998,0.648123692998253,0,-1,0,0.373308808915364
3486,10,0,-0.625242066208998,-0.0465513252827167,0,-1,0,0.373308808915364
3487,1,1,2.48115643737421,0.682239113442484,,,1,0.373308808915364
3487,2,1,2.48115643737421,-0.787840965873284,1,1,1,0.373308808915364
3487,3,1,2.48115643737421,-0.142233808902502,1,1,1,0.373308808915364
3487,4,1,2.48115643737421,-0.0418088074788011,1,1,1,0.373308808915364
3487,5,1,2.48115643737421,-0.755101798008443,1,1,1,0.373308808915364
3487,6,1,2.48115643737421,1.58346197237242,1,1,1,0.373308808915364
3487,7,1,2.48115643737421,1.33305855804674,1,1,1,0.373308808915364
3487,8,1,2.48115643737421,1.25974145783948,1,1,1,0.373308808915364
3487,9,1,2.48115643737421,0.648123692998253,1,1,1,0.373308808915364
3487,10,1,2.48115643737421,-0.0465513252827167,1,1,1,0.373308808915364
3488,1,0,-1.18401629199232,0.682239113442484,,,0,0.373308808915364
3488,2,0,-1.18401629199232,-0.787840965873284,0,-1,0,0.373308808915364
3488,3,0,-1.18401629199232,-0.142233808902502,0,-1,0,0.373308808915364
3488,4,0,-1.18401629199232,-0.0418088074788011,0,-1,0,0.373308808915364
3488,5,1,-1.18401629199232,-0.755101798008443,0,-1,0,0.373308808915364
3488,6,1,-1.18401629199232,1.58346197237242,1,1,0,0.373308808915364
3488,7,0,-1.18401629199232,1.33305855804674,1,1,0,0.373308808915364
3488,8,0,-1.18401629199232,1.25974145783948,0,-1,0,0.373308808915364
3488,9,0,-1.18401629199232,0.648123692998253,0,-1,0,0.373308808915364
3488,10,0,-1.18401629199232,-0.0465513252827167,0,-1,0,0.373308808915364
3489,1,0,-0.831237202106452,0.682239113442484,,,0,0.373308808915364
3489,2,0,-0.831237202106452,-0.787840965873284,0,-1,0,0.373308808915364
3489,3,0,-0.831237202106452,-0.142233808902502,0,-1,0,0.373308808915364
3489,4,0,-0.831237202106452,-0.0418088074788011,0,-1,0,0.373308808915364
3489,5,0,-0.831237202106452,-0.755101798008443,0,-1,0,0.373308808915364
3489,6,0,-0.831237202106452,1.58346197237242,0,-1,0,0.373308808915364
3489,7,0,-0.831237202106452,1.33305855804674,0,-1,0,0.373308808915364
3489,8,0,-0.831237202106452,1.25974145783948,0,-1,0,0.373308808915364
3489,9,0,-0.831237202106452,0.648123692998253,0,-1,0,0.373308808915364
3489,10,0,-0.831237202106452,-0.0465513252827167,0,-1,0,0.373308808915364
3490,1,0,-1.43916433077288,0.682239113442484,,,0,0.373308808915364
3490,2,0,-1.43916433077288,-0.787840965873284,0,-1,0,0.373308808915364
3490,3,0,-1.43916433077288,-0.142233808902502,0,-1,0,0.373308808915364
3490,4,0,-1.43916433077288,-0.0418088074788011,0,-1,0,0.373308808915364
3490,5,1,-1.43916433077288,-0.755101798008443,0,-1,0,0.373308808915364
3490,6,0,-1.43916433077288,1.58346197237242,1,1,0,0.373308808915364
3490,7,0,-1.43916433077288,1.33305855804674,0,-1,0,0.373308808915364
3490,8,0,-1.43916433077288,1.25974145783948,0,-1,0,0.373308808915364
3490,9,0,-1.43916433077288,0.648123692998253,0,-1,0,0.373308808915364
3490,10,0,-1.43916433077288,-0.0465513252827167,0,-1,0,0.373308808915364
3491,1,0,2.10086645792448,0.682239113442484,,,0,0.373308808915364
3491,2,1,2.10086645792448,-0.787840965873284,0,-1,0,0.373308808915364
3491,3,1,2.10086645792448,-0.142233808902502,1,1,0,0.373308808915364
3491,4,1,2.10086645792448,-0.0418088074788011,1,1,0,0.373308808915364
3491,5,1,2.10086645792448,-0.755101798008443,1,1,0,0.373308808915364
3491,6,1,2.10086645792448,1.58346197237242,1,1,0,0.373308808915364
3491,7,1,2.10086645792448,1.33305855804674,1,1,0,0.373308808915364
3491,8,1,2.10086645792448,1.25974145783948,1,1,0,0.373308808915364
3491,9,1,2.10086645792448,0.648123692998253,1,1,0,0.373308808915364
3491,10,1,2.10086645792448,-0.0465513252827167,1,1,0,0.373308808915364
3492,1,1,0.401174664778466,0.682239113442484,,,1,0.373308808915364
3492,2,0,0.401174664778466,-0.787840965873284,1,1,1,0.373308808915364
3492,3,1,0.401174664778466,-0.142233808902502,0,-1,1,0.373308808915364
3492,4,1,0.401174664778466,-0.0418088074788011,1,1,1,0.373308808915364
3492,5,1,0.401174664778466,-0.755101798008443,1,1,1,0.373308808915364
3492,6,1,0.401174664778466,1.58346197237242,1,1,1,0.373308808915364
3492,7,0,0.401174664778466,1.33305855804674,1,1,1,0.373308808915364
3492,8,0,0.401174664778466,1.25974145783948,0,-1,1,0.373308808915364
3492,9,1,0.401174664778466,0.648123692998253,0,-1,1,0.373308808915364
3492,10,0,0.401174664778466,-0.0465513252827167,1,1,1,0.373308808915364
3493,1,0,0.658840532014581,0.682239113442484,,,0,0.373308808915364
3493,2,0,0.658840532014581,-0.787840965873284,0,-1,0,0.373308808915364
3493,3,1,0.658840532014581,-0.142233808902502,0,-1,0,0.373308808915364
3493,4,1,0.658840532014581,-0.0418088074788011,1,1,0,0.373308808915364
3493,5,0,0.658840532014581,-0.755101798008443,1,1,0,0.373308808915364
3493,6,0,0.658840532014581,1.58346197237242,0,-1,0,0.373308808915364
3493,7,1,0.658840532014581,1.33305855804674,0,-1,0,0.373308808915364
3493,8,0,0.658840532014581,1.25974145783948,1,1,0,0.373308808915364
3493,9,1,0.658840532014581,0.648123692998253,0,-1,0,0.373308808915364
3493,10,1,0.658840532014581,-0.0465513252827167,1,1,0,0.373308808915364
3494,1,1,-0.905766212411871,0.682239113442484,,,1,0.373308808915364
3494,2,0,-0.905766212411871,-0.787840965873284,1,1,1,0.373308808915364
3494,3,0,-0.905766212411871,-0.142233808902502,0,-1,1,0.373308808915364
3494,4,0,-0.905766212411871,-0.0418088074788011,0,-1,1,0.373308808915364
3494,5,0,-0.905766212411871,-0.755101798008443,0,-1,1,0.373308808915364
3494,6,0,-0.905766212411871,1.58346197237242,0,-1,1,0.373308808915364
3494,7,0,-0.905766212411871,1.33305855804674,0,-1,1,0.373308808915364
3494,8,0,-0.905766212411871,1.25974145783948,0,-1,1,0.373308808915364
3494,9,0,-0.905766212411871,0.648123692998253,0,-1,1,0.373308808915364
3494,10,0,-0.905766212411871,-0.0465513252827167,0,-1,1,0.373308808915364
3495,1,0,0.501708785394761,0.682239113442484,,,0,0.373308808915364
3495,2,1,0.501708785394761,-0.787840965873284,0,-1,0,0.373308808915364
3495,3,0,0.501708785394761,-0.142233808902502,1,1,0,0.373308808915364
3495,4,0,0.501708785394761,-0.0418088074788011,0,-1,0,0.373308808915364
3495,5,1,0.501708785394761,-0.755101798008443,0,-1,0,0.373308808915364
3495,6,1,0.501708785394761,1.58346197237242,1,1,0,0.373308808915364
3495,7,0,0.501708785394761,1.33305855804674,1,1,0,0.373308808915364
3495,8,0,0.501708785394761,1.25974145783948,0,-1,0,0.373308808915364
3495,9,0,0.501708785394761,0.648123692998253,0,-1,0,0.373308808915364
3495,10,0,0.501708785394761,-0.0465513252827167,0,-1,0,0.373308808915364
3496,1,1,0.758096955947454,0.682239113442484,,,1,0.373308808915364
3496,2,1,0.758096955947454,-0.787840965873284,1,1,1,0.373308808915364
3496,3,0,0.758096955947454,-0.142233808902502,1,1,1,0.373308808915364
3496,4,1,0.758096955947454,-0.0418088074788011,0,-1,1,0.373308808915364
3496,5,1,0.758096955947454,-0.755101798008443,1,1,1,0.373308808915364
3496,6,1,0.758096955947454,1.58346197237242,1,1,1,0.373308808915364
3496,7,1,0.758096955947454,1.33305855804674,1,1,1,0.373308808915364
3496,8,0,0.758096955947454,1.25974145783948,1,1,1,0.373308808915364
3496,9,0,0.758096955947454,0.648123692998253,0,-1,1,0.373308808915364
3496,10,0,0.758096955947454,-0.0465513252827167,0,-1,1,0.373308808915364
3497,1,0,-2.15376987069862,0.682239113442484,,,0,0.373308808915364
3497,2,0,-2.15376987069862,-0.787840965873284,0,-1,0,0.373308808915364
3497,3,0,-2.15376987069862,-0.142233808902502,0,-1,0,0.373308808915364
3497,4,0,-2.15376987069862,-0.0418088074788011,0,-1,0,0.373308808915364
3497,5,0,-2.15376987069862,-0.755101798008443,0,-1,0,0.373308808915364
3497,6,0,-2.15376987069862,1.58346197237242,0,-1,0,0.373308808915364
3497,7,0,-2.15376987069862,1.33305855804674,0,-1,0,0.373308808915364
3497,8,0,-2.15376987069862,1.25974145783948,0,-1,0,0.373308808915364
3497,9,0,-2.15376987069862,0.648123692998253,0,-1,0,0.373308808915364
3497,10,0,-2.15376987069862,-0.0465513252827167,0,-1,0,0.373308808915364
3498,1,0,-1.76609480371501,0.682239113442484,,,0,0.373308808915364
3498,2,0,-1.76609480371501,-0.787840965873284,0,-1,0,0.373308808915364
3498,3,1,-1.76609480371501,-0.142233808902502,0,-1,0,0.373308808915364
3498,4,1,-1.76609480371501,-0.0418088074788011,1,1,0,0.373308808915364
3498,5,0,-1.76609480371501,-0.755101798008443,1,1,0,0.373308808915364
3498,6,0,-1.76609480371501,1.58346197237242,0,-1,0,0.373308808915364
3498,7,0,-1.76609480371501,1.33305855804674,0,-1,0,0.373308808915364
3498,8,1,-1.76609480371501,1.25974145783948,0,-1,0,0.373308808915364
3498,9,1,-1.76609480371501,0.648123692998253,1,1,0,0.373308808915364
3498,10,0,-1.76609480371501,-0.0465513252827167,1,1,0,0.373308808915364
3499,1,1,1.65438971715915,0.682239113442484,,,1,0.373308808915364
3499,2,1,1.65438971715915,-0.787840965873284,1,1,1,0.373308808915364
3499,3,0,1.65438971715915,-0.142233808902502,1,1,1,0.373308808915364
3499,4,0,1.65438971715915,-0.0418088074788011,0,-1,1,0.373308808915364
3499,5,0,1.65438971715915,-0.755101798008443,0,-1,1,0.373308808915364
3499,6,0,1.65438971715915,1.58346197237242,0,-1,1,0.373308808915364
3499,7,1,1.65438971715915,1.33305855804674,0,-1,1,0.373308808915364
3499,8,1,1.65438971715915,1.25974145783948,1,1,1,0.373308808915364
3499,9,1,1.65438971715915,0.648123692998253,1,1,1,0.373308808915364
3499,10,1,1.65438971715915,-0.0465513252827167,1,1,1,0.373308808915364
3500,1,1,1.16047176436556,0.682239113442484,,,1,0.373308808915364
3500,2,1,1.16047176436556,-0.787840965873284,1,1,1,0.373308808915364
3500,3,1,1.16047176436556,-0.142233808902502,1,1,1,0.373308808915364
3500,4,1,1.16047176436556,-0.0418088074788011,1,1,1,0.373308808915364
3500,5,1,1.16047176436556,-0.755101798008443,1,1,1,0.373308808915364
3500,6,1,1.16047176436556,1.58346197237242,1,1,1,0.373308808915364
3500,7,1,1.16047176436556,1.33305855804674,1,1,1,0.373308808915364
3500,8,1,1.16047176436556,1.25974145783948,1,1,1,0.373308808915364
3500,9,1,1.16047176436556,0.648123692998253,1,1,1,0.373308808915364
3500,10,1,1.16047176436556,-0.0465513252827167,1,1,1,0.373308808915364
3501,1,0,-2.03713272094028,0.682239113442484,,,0,0.373308808915364
3501,2,1,-2.03713272094028,-0.787840965873284,0,-1,0,0.373308808915364
3501,3,0,-2.03713272094028,-0.142233808902502,1,1,0,0.373308808915364
3501,4,0,-2.03713272094028,-0.0418088074788011,0,-1,0,0.373308808915364
3501,5,0,-2.03713272094028,-0.755101798008443,0,-1,0,0.373308808915364
3501,6,0,-2.03713272094028,1.58346197237242,0,-1,0,0.373308808915364
3501,7,0,-2.03713272094028,1.33305855804674,0,-1,0,0.373308808915364
3501,8,0,-2.03713272094028,1.25974145783948,0,-1,0,0.373308808915364
3501,9,0,-2.03713272094028,0.648123692998253,0,-1,0,0.373308808915364
3501,10,0,-2.03713272094028,-0.0465513252827167,0,-1,0,0.373308808915364
3502,1,0,-0.739804386016541,0.682239113442484,,,0,0.373308808915364
3502,2,1,-0.739804386016541,-0.787840965873284,0,-1,0,0.373308808915364
3502,3,1,-0.739804386016541,-0.142233808902502,1,1,0,0.373308808915364
3502,4,1,-0.739804386016541,-0.0418088074788011,1,1,0,0.373308808915364
3502,5,0,-0.739804386016541,-0.755101798008443,1,1,0,0.373308808915364
3502,6,0,-0.739804386016541,1.58346197237242,0,-1,0,0.373308808915364
3502,7,0,-0.739804386016541,1.33305855804674,0,-1,0,0.373308808915364
3502,8,0,-0.739804386016541,1.25974145783948,0,-1,0,0.373308808915364
3502,9,1,-0.739804386016541,0.648123692998253,0,-1,0,0.373308808915364
3502,10,0,-0.739804386016541,-0.0465513252827167,1,1,0,0.373308808915364
3503,1,0,-0.629294740990225,0.682239113442484,,,0,0.373308808915364
3503,2,1,-0.629294740990225,-0.787840965873284,0,-1,0,0.373308808915364
3503,3,1,-0.629294740990225,-0.142233808902502,1,1,0,0.373308808915364
3503,4,1,-0.629294740990225,-0.0418088074788011,1,1,0,0.373308808915364
3503,5,0,-0.629294740990225,-0.755101798008443,1,1,0,0.373308808915364
3503,6,0,-0.629294740990225,1.58346197237242,0,-1,0,0.373308808915364
3503,7,0,-0.629294740990225,1.33305855804674,0,-1,0,0.373308808915364
3503,8,0,-0.629294740990225,1.25974145783948,0,-1,0,0.373308808915364
3503,9,0,-0.629294740990225,0.648123692998253,0,-1,0,0.373308808915364
3503,10,0,-0.629294740990225,-0.0465513252827167,0,-1,0,0.373308808915364
3504,1,1,0.0832544714661771,0.682239113442484,,,1,0.373308808915364
3504,2,1,0.0832544714661771,-0.787840965873284,1,1,1,0.373308808915364
3504,3,1,0.0832544714661771,-0.142233808902502,1,1,1,0.373308808915364
3504,4,1,0.0832544714661771,-0.0418088074788011,1,1,1,0.373308808915364
3504,5,1,0.0832544714661771,-0.755101798008443,1,1,1,0.373308808915364
3504,6,1,0.0832544714661771,1.58346197237242,1,1,1,0.373308808915364
3504,7,1,0.0832544714661771,1.33305855804674,1,1,1,0.373308808915364
3504,8,0,0.0832544714661771,1.25974145783948,1,1,1,0.373308808915364
3504,9,0,0.0832544714661771,0.648123692998253,0,-1,1,0.373308808915364
3504,10,0,0.0832544714661771,-0.0465513252827167,0,-1,1,0.373308808915364
3505,1,0,-0.943817892388344,0.682239113442484,,,0,0.373308808915364
3505,2,0,-0.943817892388344,-0.787840965873284,0,-1,0,0.373308808915364
3505,3,0,-0.943817892388344,-0.142233808902502,0,-1,0,0.373308808915364
3505,4,0,-0.943817892388344,-0.0418088074788011,0,-1,0,0.373308808915364
3505,5,1,-0.943817892388344,-0.755101798008443,0,-1,0,0.373308808915364
3505,6,1,-0.943817892388344,1.58346197237242,1,1,0,0.373308808915364
3505,7,1,-0.943817892388344,1.33305855804674,1,1,0,0.373308808915364
3505,8,1,-0.943817892388344,1.25974145783948,1,1,0,0.373308808915364
3505,9,0,-0.943817892388344,0.648123692998253,1,1,0,0.373308808915364
3505,10,0,-0.943817892388344,-0.0465513252827167,0,-1,0,0.373308808915364
3506,1,0,-2.97043355243678,0.682239113442484,,,0,0.373308808915364
3506,2,0,-2.97043355243678,-0.787840965873284,0,-1,0,0.373308808915364
3506,3,0,-2.97043355243678,-0.142233808902502,0,-1,0,0.373308808915364
3506,4,0,-2.97043355243678,-0.0418088074788011,0,-1,0,0.373308808915364
3506,5,0,-2.97043355243678,-0.755101798008443,0,-1,0,0.373308808915364
3506,6,0,-2.97043355243678,1.58346197237242,0,-1,0,0.373308808915364
3506,7,0,-2.97043355243678,1.33305855804674,0,-1,0,0.373308808915364
3506,8,0,-2.97043355243678,1.25974145783948,0,-1,0,0.373308808915364
3506,9,0,-2.97043355243678,0.648123692998253,0,-1,0,0.373308808915364
3506,10,0,-2.97043355243678,-0.0465513252827167,0,-1,0,0.373308808915364
3507,1,0,-0.268685456575108,0.682239113442484,,,0,0.373308808915364
3507,2,0,-0.268685456575108,-0.787840965873284,0,-1,0,0.373308808915364
3507,3,0,-0.268685456575108,-0.142233808902502,0,-1,0,0.373308808915364
3507,4,1,-0.268685456575108,-0.0418088074788011,0,-1,0,0.373308808915364
3507,5,1,-0.268685456575108,-0.755101798008443,1,1,0,0.373308808915364
3507,6,1,-0.268685456575108,1.58346197237242,1,1,0,0.373308808915364
3507,7,1,-0.268685456575108,1.33305855804674,1,1,0,0.373308808915364
3507,8,1,-0.268685456575108,1.25974145783948,1,1,0,0.373308808915364
3507,9,1,-0.268685456575108,0.648123692998253,1,1,0,0.373308808915364
3507,10,1,-0.268685456575108,-0.0465513252827167,1,1,0,0.373308808915364
3508,1,0,-0.602090579499468,0.682239113442484,,,0,0.373308808915364
3508,2,0,-0.602090579499468,-0.787840965873284,0,-1,0,0.373308808915364
3508,3,1,-0.602090579499468,-0.142233808902502,0,-1,0,0.373308808915364
3508,4,1,-0.602090579499468,-0.0418088074788011,1,1,0,0.373308808915364
3508,5,0,-0.602090579499468,-0.755101798008443,1,1,0,0.373308808915364
3508,6,0,-0.602090579499468,1.58346197237242,0,-1,0,0.373308808915364
3508,7,0,-0.602090579499468,1.33305855804674,0,-1,0,0.373308808915364
3508,8,0,-0.602090579499468,1.25974145783948,0,-1,0,0.373308808915364
3508,9,0,-0.602090579499468,0.648123692998253,0,-1,0,0.373308808915364
3508,10,0,-0.602090579499468,-0.0465513252827167,0,-1,0,0.373308808915364
3509,1,1,-0.794461940641955,0.682239113442484,,,1,0.373308808915364
3509,2,1,-0.794461940641955,-0.787840965873284,1,1,1,0.373308808915364
3509,3,1,-0.794461940641955,-0.142233808902502,1,1,1,0.373308808915364
3509,4,0,-0.794461940641955,-0.0418088074788011,1,1,1,0.373308808915364
3509,5,1,-0.794461940641955,-0.755101798008443,0,-1,1,0.373308808915364
3509,6,0,-0.794461940641955,1.58346197237242,1,1,1,0.373308808915364
3509,7,0,-0.794461940641955,1.33305855804674,0,-1,1,0.373308808915364
3509,8,0,-0.794461940641955,1.25974145783948,0,-1,1,0.373308808915364
3509,9,0,-0.794461940641955,0.648123692998253,0,-1,1,0.373308808915364
3509,10,0,-0.794461940641955,-0.0465513252827167,0,-1,1,0.373308808915364
3510,1,0,0.0187765335542825,0.682239113442484,,,0,0.373308808915364
3510,2,1,0.0187765335542825,-0.787840965873284,0,-1,0,0.373308808915364
3510,3,1,0.0187765335542825,-0.142233808902502,1,1,0,0.373308808915364
3510,4,0,0.0187765335542825,-0.0418088074788011,1,1,0,0.373308808915364
3510,5,0,0.0187765335542825,-0.755101798008443,0,-1,0,0.373308808915364
3510,6,0,0.0187765335542825,1.58346197237242,0,-1,0,0.373308808915364
3510,7,0,0.0187765335542825,1.33305855804674,0,-1,0,0.373308808915364
3510,8,0,0.0187765335542825,1.25974145783948,0,-1,0,0.373308808915364
3510,9,0,0.0187765335542825,0.648123692998253,0,-1,0,0.373308808915364
3510,10,0,0.0187765335542825,-0.0465513252827167,0,-1,0,0.373308808915364
3511,1,1,0.343921801024468,0.682239113442484,,,1,0.373308808915364
3511,2,1,0.343921801024468,-0.787840965873284,1,1,1,0.373308808915364
3511,3,1,0.343921801024468,-0.142233808902502,1,1,1,0.373308808915364
3511,4,1,0.343921801024468,-0.0418088074788011,1,1,1,0.373308808915364
3511,5,1,0.343921801024468,-0.755101798008443,1,1,1,0.373308808915364
3511,6,1,0.343921801024468,1.58346197237242,1,1,1,0.373308808915364
3511,7,1,0.343921801024468,1.33305855804674,1,1,1,0.373308808915364
3511,8,1,0.343921801024468,1.25974145783948,1,1,1,0.373308808915364
3511,9,1,0.343921801024468,0.648123692998253,1,1,1,0.373308808915364
3511,10,1,0.343921801024468,-0.0465513252827167,1,1,1,0.373308808915364
3512,1,1,2.211111239028,0.682239113442484,,,1,0.373308808915364
3512,2,1,2.211111239028,-0.787840965873284,1,1,1,0.373308808915364
3512,3,1,2.211111239028,-0.142233808902502,1,1,1,0.373308808915364
3512,4,1,2.211111239028,-0.0418088074788011,1,1,1,0.373308808915364
3512,5,1,2.211111239028,-0.755101798008443,1,1,1,0.373308808915364
3512,6,1,2.211111239028,1.58346197237242,1,1,1,0.373308808915364
3512,7,1,2.211111239028,1.33305855804674,1,1,1,0.373308808915364
3512,8,1,2.211111239028,1.25974145783948,1,1,1,0.373308808915364
3512,9,1,2.211111239028,0.648123692998253,1,1,1,0.373308808915364
3512,10,1,2.211111239028,-0.0465513252827167,1,1,1,0.373308808915364
3513,1,1,0.750845825040176,0.682239113442484,,,1,0.373308808915364
3513,2,1,0.750845825040176,-0.787840965873284,1,1,1,0.373308808915364
3513,3,0,0.750845825040176,-0.142233808902502,1,1,1,0.373308808915364
3513,4,1,0.750845825040176,-0.0418088074788011,0,-1,1,0.373308808915364
3513,5,1,0.750845825040176,-0.755101798008443,1,1,1,0.373308808915364
3513,6,1,0.750845825040176,1.58346197237242,1,1,1,0.373308808915364
3513,7,1,0.750845825040176,1.33305855804674,1,1,1,0.373308808915364
3513,8,1,0.750845825040176,1.25974145783948,1,1,1,0.373308808915364
3513,9,1,0.750845825040176,0.648123692998253,1,1,1,0.373308808915364
3513,10,1,0.750845825040176,-0.0465513252827167,1,1,1,0.373308808915364
3514,1,0,-1.95581607782464,0.682239113442484,,,0,0.373308808915364
3514,2,0,-1.95581607782464,-0.787840965873284,0,-1,0,0.373308808915364
3514,3,0,-1.95581607782464,-0.142233808902502,0,-1,0,0.373308808915364
3514,4,0,-1.95581607782464,-0.0418088074788011,0,-1,0,0.373308808915364
3514,5,0,-1.95581607782464,-0.755101798008443,0,-1,0,0.373308808915364
3514,6,0,-1.95581607782464,1.58346197237242,0,-1,0,0.373308808915364
3514,7,0,-1.95581607782464,1.33305855804674,0,-1,0,0.373308808915364
3514,8,0,-1.95581607782464,1.25974145783948,0,-1,0,0.373308808915364
3514,9,0,-1.95581607782464,0.648123692998253,0,-1,0,0.373308808915364
3514,10,0,-1.95581607782464,-0.0465513252827167,0,-1,0,0.373308808915364
3515,1,1,2.05157611721899,0.682239113442484,,,1,0.373308808915364
3515,2,1,2.05157611721899,-0.787840965873284,1,1,1,0.373308808915364
3515,3,1,2.05157611721899,-0.142233808902502,1,1,1,0.373308808915364
3515,4,1,2.05157611721899,-0.0418088074788011,1,1,1,0.373308808915364
3515,5,1,2.05157611721899,-0.755101798008443,1,1,1,0.373308808915364
3515,6,0,2.05157611721899,1.58346197237242,1,1,1,0.373308808915364
3515,7,1,2.05157611721899,1.33305855804674,0,-1,1,0.373308808915364
3515,8,1,2.05157611721899,1.25974145783948,1,1,1,0.373308808915364
3515,9,1,2.05157611721899,0.648123692998253,1,1,1,0.373308808915364
3515,10,1,2.05157611721899,-0.0465513252827167,1,1,1,0.373308808915364
3516,1,1,0.294543884780482,0.682239113442484,,,1,0.373308808915364
3516,2,1,0.294543884780482,-0.787840965873284,1,1,1,0.373308808915364
3516,3,1,0.294543884780482,-0.142233808902502,1,1,1,0.373308808915364
3516,4,0,0.294543884780482,-0.0418088074788011,1,1,1,0.373308808915364
3516,5,0,0.294543884780482,-0.755101798008443,0,-1,1,0.373308808915364
3516,6,0,0.294543884780482,1.58346197237242,0,-1,1,0.373308808915364
3516,7,0,0.294543884780482,1.33305855804674,0,-1,1,0.373308808915364
3516,8,0,0.294543884780482,1.25974145783948,0,-1,1,0.373308808915364
3516,9,1,0.294543884780482,0.648123692998253,0,-1,1,0.373308808915364
3516,10,1,0.294543884780482,-0.0465513252827167,1,1,1,0.373308808915364
3517,1,0,1.2432031048674,0.682239113442484,,,0,0.373308808915364
3517,2,1,1.2432031048674,-0.787840965873284,0,-1,0,0.373308808915364
3517,3,1,1.2432031048674,-0.142233808902502,1,1,0,0.373308808915364
3517,4,1,1.2432031048674,-0.0418088074788011,1,1,0,0.373308808915364
3517,5,1,1.2432031048674,-0.755101798008443,1,1,0,0.373308808915364
3517,6,0,1.2432031048674,1.58346197237242,1,1,0,0.373308808915364
3517,7,0,1.2432031048674,1.33305855804674,0,-1,0,0.373308808915364
